GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Reservation with Trust Lands; trust lands only Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G42000300201005","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"020100","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 201, Allegheny County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 201, Allegheny County, Pennsylvania",109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
"G42000300201006","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"020100","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 201, Allegheny County, Pennsylvania",233,39,11,0,0,0,17,19,0,39,12,16,13,27,25,0,15,"Block Group 6, Census Tract 201, Allegheny County, Pennsylvania",69,36,18,109,109,109,14,30,109,37,18,24,20,29,29,109,20
"G42000300203001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203, Allegheny County, Pennsylvania",278,8,0,0,0,19,41,0,0,26,30,79,19,7,20,8,21,"Block Group 1, Census Tract 203, Allegheny County, Pennsylvania",81,13,109,109,109,23,46,109,109,29,28,49,22,13,25,13,26
"G42000300305001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"030500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305, Allegheny County, Pennsylvania",859,236,170,112,99,14,21,46,18,10,24,0,57,10,24,18,0,"Block Group 1, Census Tract 305, Allegheny County, Pennsylvania",90,79,78,63,76,19,31,41,19,17,29,109,44,19,28,25,109
"G42000300305002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"030500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305, Allegheny County, Pennsylvania",450,174,95,59,41,15,0,12,0,0,17,20,17,0,0,0,0,"Block Group 2, Census Tract 305, Allegheny County, Pennsylvania",108,79,75,42,39,23,109,19,109,109,28,24,26,109,109,109,109
"G42000300402001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 402, Allegheny County, Pennsylvania",421,85,13,121,36,14,44,0,0,53,44,11,0,0,0,0,0,"Block Group 1, Census Tract 402, Allegheny County, Pennsylvania",99,79,18,64,32,24,48,109,109,62,40,17,109,109,109,109,109
"G42000300402002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 402, Allegheny County, Pennsylvania",180,45,0,0,21,15,15,17,50,0,0,0,9,8,0,0,0,"Block Group 2, Census Tract 402, Allegheny County, Pennsylvania",65,40,109,109,24,14,25,20,61,109,109,109,15,13,109,109,109
"G42000300404001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 404, Allegheny County, Pennsylvania",353,182,0,68,0,13,0,0,15,12,14,0,12,0,0,13,24,"Block Group 1, Census Tract 404, Allegheny County, Pennsylvania",137,96,109,110,109,21,109,109,23,20,22,109,18,109,109,20,28
"G42000300404002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 404, Allegheny County, Pennsylvania",978,204,154,51,66,33,51,32,0,58,37,63,61,39,51,14,64,"Block Group 2, Census Tract 404, Allegheny County, Pennsylvania",144,99,135,41,51,35,37,31,109,46,32,44,41,28,34,21,46
"G42000300405001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 405, Allegheny County, Pennsylvania",402,169,71,27,15,32,22,10,0,25,0,19,12,0,0,0,0,"Block Group 1, Census Tract 405, Allegheny County, Pennsylvania",103,79,44,26,16,34,21,17,109,40,109,18,19,109,109,109,109
"G42000300405002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 405, Allegheny County, Pennsylvania",599,220,58,49,18,43,94,0,27,8,0,54,28,0,0,0,0,"Block Group 2, Census Tract 405, Allegheny County, Pennsylvania",90,86,38,31,19,30,64,109,34,13,109,53,18,109,109,109,109
"G42000300406001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 406, Allegheny County, Pennsylvania",980,204,187,107,204,94,33,10,41,0,36,36,19,0,9,0,0,"Block Group 1, Census Tract 406, Allegheny County, Pennsylvania",108,76,80,55,104,87,32,18,30,109,45,38,22,109,13,109,109
"G42000300409001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 409, Allegheny County, Pennsylvania",320,98,46,36,18,15,25,17,14,0,26,0,0,17,0,8,0,"Block Group 1, Census Tract 409, Allegheny County, Pennsylvania",77,49,26,36,22,16,34,19,16,109,28,109,109,25,109,17,109
"G42000300409002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 409, Allegheny County, Pennsylvania",421,42,30,23,44,96,28,18,0,24,12,54,0,0,20,0,30,"Block Group 2, Census Tract 409, Allegheny County, Pennsylvania",102,42,40,25,44,58,34,21,109,34,19,44,109,109,32,109,32
"G42000300409003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"040900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 409, Allegheny County, Pennsylvania",330,53,49,28,14,11,12,21,0,34,38,21,39,0,10,0,0,"Block Group 3, Census Tract 409, Allegheny County, Pennsylvania",76,46,43,36,15,17,17,21,109,34,29,22,36,109,15,109,109
"G42000300501001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 501, Allegheny County, Pennsylvania",413,23,16,68,14,95,62,26,35,0,36,7,31,0,0,0,0,"Block Group 1, Census Tract 501, Allegheny County, Pennsylvania",105,26,28,47,21,65,59,31,25,109,59,14,47,109,109,109,109
"G42000300501002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 501, Allegheny County, Pennsylvania",99,31,11,0,0,11,0,29,0,0,9,0,0,0,8,0,0,"Block Group 2, Census Tract 501, Allegheny County, Pennsylvania",68,36,16,109,109,17,109,45,109,109,15,109,109,109,14,109,109
"G42000300501003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 501, Allegheny County, Pennsylvania",422,148,10,74,93,22,0,13,6,27,0,29,0,0,0,0,0,"Block Group 3, Census Tract 501, Allegheny County, Pennsylvania",125,104,16,65,92,25,109,22,11,29,109,42,109,109,109,109,109
"G42000300506001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 506, Allegheny County, Pennsylvania",324,33,41,15,21,10,13,85,0,18,14,36,14,24,0,0,0,"Block Group 1, Census Tract 506, Allegheny County, Pennsylvania",89,34,37,25,24,16,21,59,109,25,26,39,17,31,109,109,109
"G42000300506002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 506, Allegheny County, Pennsylvania",332,80,27,44,20,0,0,0,49,10,25,19,35,23,0,0,0,"Block Group 2, Census Tract 506, Allegheny County, Pennsylvania",79,61,41,36,20,109,109,109,48,15,27,22,38,35,109,109,109
"G42000300506003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 506, Allegheny County, Pennsylvania",307,61,17,0,63,11,16,13,0,35,10,8,24,26,4,0,19,"Block Group 3, Census Tract 506, Allegheny County, Pennsylvania",92,66,26,109,69,18,24,22,109,30,16,14,25,33,13,109,23
"G42000300509001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"050900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 509, Allegheny County, Pennsylvania",625,281,35,48,0,31,83,49,0,0,64,15,0,19,0,0,0,"Block Group 1, Census Tract 509, Allegheny County, Pennsylvania",93,112,34,61,109,29,70,61,109,109,94,18,109,34,109,109,109
"G42000300510001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"051000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 510, Allegheny County, Pennsylvania",464,213,63,64,15,41,25,0,0,8,13,14,8,0,0,0,0,"Block Group 1, Census Tract 510, Allegheny County, Pennsylvania",98,100,38,43,18,36,27,109,109,14,19,21,14,109,109,109,109
"G42000300510002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"051000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 510, Allegheny County, Pennsylvania",194,65,36,18,20,10,26,0,0,0,5,8,0,6,0,0,0,"Block Group 2, Census Tract 510, Allegheny County, Pennsylvania",51,33,38,29,31,15,29,109,109,109,10,13,109,11,109,109,109
"G42000300511001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"051100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 511, Allegheny County, Pennsylvania",562,259,72,87,63,0,32,0,20,0,29,0,0,0,0,0,0,"Block Group 1, Census Tract 511, Allegheny County, Pennsylvania",85,112,68,64,70,109,35,109,41,109,46,109,109,109,109,109,109
"G42000300603001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"060300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 603, Allegheny County, Pennsylvania",661,73,137,86,16,81,36,40,29,32,40,57,30,0,0,4,0,"Block Group 1, Census Tract 603, Allegheny County, Pennsylvania",116,50,82,54,19,53,42,49,35,25,49,41,29,109,109,12,109
"G42000300603002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"060300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 603, Allegheny County, Pennsylvania",548,58,156,29,44,32,19,74,0,37,37,13,24,25,0,0,0,"Block Group 2, Census Tract 603, Allegheny County, Pennsylvania",114,39,87,27,35,29,17,60,109,42,45,19,23,36,109,109,109
"G42000300605001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"060500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 605, Allegheny County, Pennsylvania",425,11,68,86,32,30,9,23,21,11,24,19,62,29,0,0,0,"Block Group 1, Census Tract 605, Allegheny County, Pennsylvania",100,18,58,71,25,38,14,26,24,18,21,22,64,46,109,109,109
"G42000300605002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"060500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 605, Allegheny County, Pennsylvania",254,39,42,0,0,21,10,20,0,9,0,32,20,18,14,29,0,"Block Group 2, Census Tract 605, Allegheny County, Pennsylvania",80,47,52,109,109,24,16,22,109,15,109,35,24,30,22,44,109
"G42000300703001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 703, Allegheny County, Pennsylvania",416,29,11,22,24,32,22,10,11,11,36,24,49,66,0,13,56,"Block Group 1, Census Tract 703, Allegheny County, Pennsylvania",91,27,16,24,27,28,24,15,18,17,34,26,48,64,109,20,36
"G42000300703002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 703, Allegheny County, Pennsylvania",414,56,17,33,66,17,0,18,25,33,34,0,41,21,10,8,35,"Block Group 2, Census Tract 703, Allegheny County, Pennsylvania",85,42,19,53,61,26,109,19,29,30,30,109,30,24,16,13,31
"G42000300703003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 703, Allegheny County, Pennsylvania",331,22,25,22,9,10,0,0,0,0,11,0,57,11,58,10,96,"Block Group 3, Census Tract 703, Allegheny County, Pennsylvania",64,24,30,24,14,15,109,109,109,109,18,109,30,19,51,16,43
"G42000300705001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 705, Allegheny County, Pennsylvania",755,58,7,73,33,55,29,20,8,83,23,43,133,81,51,12,46,"Block Group 1, Census Tract 705, Allegheny County, Pennsylvania",114,43,12,63,35,35,46,20,14,67,26,33,70,63,33,16,33
"G42000300705002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 705, Allegheny County, Pennsylvania",423,83,27,40,9,20,34,25,0,0,61,20,34,12,25,0,33,"Block Group 2, Census Tract 705, Allegheny County, Pennsylvania",88,50,43,41,14,22,44,24,109,109,56,33,30,19,29,109,30
"G42000300705003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 705, Allegheny County, Pennsylvania",716,75,19,0,45,35,87,48,44,32,51,91,72,57,18,26,16,"Block Group 3, Census Tract 705, Allegheny County, Pennsylvania",120,75,21,109,32,34,61,51,47,36,39,68,51,60,25,27,27
"G42000300706001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 706, Allegheny County, Pennsylvania",553,66,11,11,19,60,15,22,31,43,23,57,76,39,21,0,59,"Block Group 1, Census Tract 706, Allegheny County, Pennsylvania",75,43,16,17,23,42,21,25,27,37,26,52,67,37,25,109,38
"G42000300706002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 706, Allegheny County, Pennsylvania",721,91,73,40,89,60,10,10,43,26,19,50,44,39,73,27,27,"Block Group 2, Census Tract 706, Allegheny County, Pennsylvania",78,45,56,31,52,59,16,16,35,28,21,40,37,35,55,28,23
"G42000300708001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 708, Allegheny County, Pennsylvania",458,99,0,0,23,46,16,0,0,36,54,81,12,7,29,10,45,"Block Group 1, Census Tract 708, Allegheny County, Pennsylvania",83,62,109,109,29,53,23,109,109,47,42,71,19,12,25,15,35
"G42000300708002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 708, Allegheny County, Pennsylvania",646,101,0,23,28,61,0,39,52,52,25,0,47,50,23,74,71,"Block Group 2, Census Tract 708, Allegheny County, Pennsylvania",79,52,109,27,43,53,109,34,45,59,24,109,31,38,27,47,64
"G42000300709001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 709, Allegheny County, Pennsylvania",1021,189,23,30,98,0,42,95,45,15,95,67,117,70,29,26,80,"Block Group 1, Census Tract 709, Allegheny County, Pennsylvania",205,137,28,36,69,109,39,97,43,23,102,48,65,73,36,31,57
"G42000300709002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 709, Allegheny County, Pennsylvania",391,109,15,25,0,44,0,0,14,15,0,77,53,0,0,0,39,"Block Group 2, Census Tract 709, Allegheny County, Pennsylvania",105,63,24,32,109,62,109,109,23,23,109,65,70,109,109,109,33
"G42000300709003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 709, Allegheny County, Pennsylvania",307,79,0,0,0,0,0,16,0,0,15,0,68,0,11,37,81,"Block Group 3, Census Tract 709, Allegheny County, Pennsylvania",116,74,109,109,109,109,109,25,109,109,22,109,101,109,18,27,63
"G42000300709004","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"070900","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 709, Allegheny County, Pennsylvania",978,232,29,38,247,48,29,18,45,16,33,97,66,0,11,0,69,"Block Group 4, Census Tract 709, Allegheny County, Pennsylvania",164,103,22,46,157,56,32,31,58,27,44,69,52,109,23,109,49
"G42000300802001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 802, Allegheny County, Pennsylvania",492,36,93,41,14,56,48,21,36,14,44,38,36,15,0,0,0,"Block Group 1, Census Tract 802, Allegheny County, Pennsylvania",85,28,57,35,16,53,37,23,34,15,36,30,33,22,109,109,109
"G42000300802002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 802, Allegheny County, Pennsylvania",394,24,11,10,33,10,31,81,74,0,52,49,12,0,7,0,0,"Block Group 2, Census Tract 802, Allegheny County, Pennsylvania",66,34,19,15,33,17,30,53,66,109,38,40,19,109,12,109,109
"G42000300804001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 804, Allegheny County, Pennsylvania",386,82,9,29,8,0,0,35,10,21,58,112,7,0,15,0,0,"Block Group 1, Census Tract 804, Allegheny County, Pennsylvania",83,65,14,36,12,109,109,27,17,26,58,70,12,109,23,109,109
"G42000300804002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 804, Allegheny County, Pennsylvania",393,96,24,14,24,36,61,0,19,32,28,9,37,0,7,6,0,"Block Group 2, Census Tract 804, Allegheny County, Pennsylvania",106,69,22,21,25,32,58,109,23,41,24,14,31,109,13,11,109
"G42000300806001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 806, Allegheny County, Pennsylvania",725,61,29,79,104,18,51,81,8,27,65,59,80,0,4,43,16,"Block Group 1, Census Tract 806, Allegheny County, Pennsylvania",82,41,47,43,62,22,34,56,13,27,54,43,52,109,10,42,21
"G42000300806002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 806, Allegheny County, Pennsylvania",531,89,12,23,30,41,9,27,35,49,34,41,30,70,13,28,0,"Block Group 2, Census Tract 806, Allegheny County, Pennsylvania",99,50,21,25,27,39,13,43,35,63,53,34,32,87,21,44,109
"G42000300807001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 807, Allegheny County, Pennsylvania",431,17,81,70,38,14,0,57,22,16,17,60,0,23,8,8,0,"Block Group 1, Census Tract 807, Allegheny County, Pennsylvania",97,13,56,70,32,16,109,55,21,19,20,50,109,32,13,14,109
"G42000300807002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 807, Allegheny County, Pennsylvania",527,95,23,75,106,28,0,47,14,54,24,30,23,8,0,0,0,"Block Group 2, Census Tract 807, Allegheny County, Pennsylvania",106,66,28,59,77,28,109,45,25,49,30,36,38,12,109,109,109
"G42000300809001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 809, Allegheny County, Pennsylvania",535,25,65,40,66,24,30,54,78,23,63,12,26,10,9,10,0,"Block Group 1, Census Tract 809, Allegheny County, Pennsylvania",86,26,58,35,53,37,31,51,65,27,42,19,27,17,13,16,109
"G42000300809002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"080900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 809, Allegheny County, Pennsylvania",484,10,63,0,8,69,118,9,5,56,40,32,58,8,8,0,0,"Block Group 2, Census Tract 809, Allegheny County, Pennsylvania",99,16,48,109,12,60,80,15,13,46,38,35,65,15,14,109,109
"G42000300901001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"090100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 901, Allegheny County, Pennsylvania",635,66,107,96,57,34,29,28,48,32,31,34,64,9,0,0,0,"Block Group 1, Census Tract 901, Allegheny County, Pennsylvania",117,46,70,71,34,34,35,29,48,29,31,30,44,15,109,109,109
"G42000300901002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"090100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 901, Allegheny County, Pennsylvania",252,37,0,64,19,17,29,0,0,40,0,25,0,1,20,0,0,"Block Group 2, Census Tract 901, Allegheny County, Pennsylvania",72,40,109,56,22,20,30,109,109,48,109,26,109,7,31,109,109
"G42000300902001","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"090200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 902, Allegheny County, Pennsylvania",522,63,45,9,12,36,26,27,17,27,44,96,68,37,0,15,0,"Block Group 1, Census Tract 902, Allegheny County, Pennsylvania",93,55,46,15,17,30,24,30,24,30,34,63,40,43,109,22,109
"G42000300902002","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"090200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 902, Allegheny County, Pennsylvania",420,15,41,40,49,26,54,30,7,28,70,11,27,13,9,0,0,"Block Group 2, Census Tract 902, Allegheny County, Pennsylvania",97,18,36,30,45,24,74,26,13,27,62,18,25,20,20,109,109
"G42000300902003","2006-2010",,,"Pennsylvania","42","Allegheny County","003",,,"090200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 902, Allegheny County, Pennsylvania",373,35,41,36,52,29,18,17,44,6,11,53,26,0,0,0,5,"Block Group 3, Census Tract 902, Allegheny County, Pennsylvania",95,44,35,28,50,46,22,21,51,9,18,43,25,109,109,109,10
